Years,Month,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar
1984,???,27.81490323,15.68093548,0.003322475,3.333608762,0.311494451,26.92441298
1984,???,17.6996,8.6282,2.603044797,2.978018522,0.482432543,17.97646001
1984,???,11.13006452,2.996677419,1.393253721,2.90076083,0.587684623,13.06373439
1984,???,5.669666667,0.229966667,4.352273992,2.659986416,0.668738379,7.638093258
1984,???,-5.580483871,-14.29454839,2.036707272,2.724165699,0.873117795,8.037435948
1985,???,-1.469032258,-9.475677419,1.469089404,3.182282677,0.874252369,8.408781952
1985,???,3.005,-3.750857143,2.232364558,3.262644955,0.693787273,11.46636757
1985,???,3.32,-3.779548387,3.730036039,2.538882707,0.805455623,14.10862585
1985,???,13.3829,2.996266667,3.285026858,3.195223437,0.732336089,19.34397672
1985,???,16.66416129,7.381290323,6.138860227,3.219485006,0.582117381,21.61070394
1985,???,23.1367,11.508,2.225647125,3.636090539,0.408350022,28.75105096
1985,???,26.37180645,14.74506452,1.264756733,3.461424988,0.347536632,28.58257324
1985,???,23.07174194,12.39587097,0.444215229,3.212592631,0.40676601,24.79477629
1985,???,20.78726667,9.740233333,0.182533287,3.307228477,0.365221597,20.91611605
1985,???,11.83170968,3.826483871,2.133695684,2.88180174,0.546469333,11.86548867
1985,???,5.3683,-1.508466667,0.888805486,2.704083325,0.564937874,9.842019267
1985,???,1.000064516,-5.043612903,2.147206739,2.537997836,0.724403644,7.216447407
1986,???,0.472677419,-5.694677419,0.763837676,3.003864384,0.573999744,9.366531242
1986,???,1.829785714,-4.948392857,1.033033768,2.659584043,0.706815574,12.08388252
1986,???,2.461451613,-4.557612903,3.557903689,2.63389675,0.708473551,12.94281371
1986,???,11.94946667,3.068433333,3.679161208,2.786706854,0.616153631,18.60570811
1986,???,17.3861,7.798366667,3.18037041,3.268011484,0.497815443,23.13351991
1986,???,21.5725,11.5509,2.334136833,3.260135682,0.432915845,24.32449997
1986,???,25.75580645,14.06448387,0.259984033,3.38697006,0.328314695,28.03631578
1986,???,24.19119355,12.52596774,0.395485602,3.401145261,0.344625951,24.87726617
1986,???,20.97493333,10.0121,0.908403524,3.274591117,0.351498849,20.10482719
1986,???,12.99541935,4.863290323,2.437979093,2.78708661,0.56399199,13.75968665
1986,???,4.6148,-1.729933333,2.718286622,2.281548711,0.680921106,8.14360089
1986,???,-0.536791667,-6.003583333,2.833879192,2.57505656,0.732243532,6.516634478
1987,???,2.365225806,-3.81783871,0.919717215,3.007836422,0.569104524,8.768772609
1987,???,3.201857143,-3.63525,3.267298294,2.759389098,0.709296644,10.27427982
1987,???,7.920967742,1.441225806,4.738393704,2.728841413,0.693599233,13.12751488
1987,???,10.59653333,2.9192,6.401679832,2.791556665,0.696508712,15.4513642
1987,???,17.28054839,7.330451613,3.167096972,3.34449523,0.499247651,25.70510632
1987,???,20.1923,10.35603333,3.75812608,3.284671615,0.493845076,24.84554632
1987,???,21.93903226,11.26067742,7.185911078,2.831123488,0.581318823,23.67989417
1987,???,25.08745161,13.63803226,1.387854988,3.33423854,0.446984334,23.64217309
1987,???,19.46233333,9.5253,0.913953746,3.244564687,0.445156198,18.54620489
1987,???,7.716354839,1.029483871,5.168254182,2.442958307,0.737421009,10.27587511
1987,???,4.3631,-1.344466667,1.492023688,3.655925531,0.796535794,9.136197024
1987,???,3.211741935,-3.133193548,1.777083313,3.485948698,0.810595649,6.643312409
